1.001338562011718750e+03,9.998038940429687500e+02,6.111429443359375000e+02,3.586766662597656250e+02,1.681725921630859375e+02,2.917253875732421875e+01,2.602888107299804688e+01,1.117912960052490234e+01,8.456483840942382812e+00,2.775297164916992188e+00,1.200000000000000000e+01
1.000698913574218750e+03,9.999613647460937500e+02,6.659245605468750000e+02,3.761668395996093750e+02,1.750645904541015625e+02,4.378555297851562500e+01,2.939924812316894531e+01,2.310816574096679688e+01,1.675747299194335938e+01,1.280465698242187500e+01,1.200000000000000000e+01
1.000022460937500000e+03,9.987473754882812500e+02,6.820900268554687500e+02,3.842823486328125000e+02,1.698068847656250000e+02,3.109348297119140625e+01,2.774254989624023438e+01,2.380957412719726562e+01,2.098050880432128906e+01,1.814742088317871094e+01,1.200000000000000000e+01
1.017742065429687500e+03,7.468754272460937500e+02,6.633389892578125000e+02,3.713336791992187500e+02,1.688122863769531250e+02,4.123311233520507812e+01,3.186923980712890625e+01,2.213680839538574219e+01,1.569668960571289062e+01,1.451117992401123047e+01,1.200000000000000000e+01
1.001019836425781250e+03,9.982302856445312500e+02,6.624285278320312500e+02,3.743934020996093750e+02,1.770908050537109375e+02,5.710155105590820312e+01,4.337582778930664062e+01,3.457540893554687500e+01,2.862036895751953125e+01,1.277033042907714844e+01,1.200000000000000000e+01
1.000530822753906250e+03,9.985148925781250000e+02,6.651760864257812500e+02,3.760045471191406250e+02,1.738384857177734375e+02,4.912713623046875000e+01,4.693265914916992188e+01,3.624855041503906250e+01,2.822644233703613281e+01,1.410813426971435547e+01,1.200000000000000000e+01
1.002792968750000000e+03,9.986383666992187500e+02,6.599545288085937500e+02,3.743616333007812500e+02,1.752473602294921875e+02,4.691756057739257812e+01,3.601689910888671875e+01,3.385068130493164062e+01,2.360892105102539062e+01,2.094304847717285156e+01,1.200000000000000000e+01
1.000666259765625000e+03,9.985641479492187500e+02,6.637103271484375000e+02,3.739181518554687500e+02,1.761617279052734375e+02,4.117174911499023438e+01,2.304780960083007812e+01,2.005085754394531250e+01,1.454770469665527344e+01,1.213330364227294922e+01,1.200000000000000000e+01
1.004444946289062500e+03,9.947979736328125000e+02,6.630523681640625000e+02,3.733417663574218750e+02,1.741069793701171875e+02,3.846080017089843750e+01,3.257272338867187500e+01,2.857800483703613281e+01,1.377915859222412109e+01,1.234644222259521484e+01,1.200000000000000000e+01
1.001442687988281250e+03,9.986337890625000000e+02,6.401355590820312500e+02,3.728391723632812500e+02,1.771908264160156250e+02,5.057432556152343750e+01,3.624145889282226562e+01,3.326813507080078125e+01,2.220391273498535156e+01,1.288036346435546875e+01,1.200000000000000000e+01
1.034414794921875000e+03,9.988499145507812500e+02,6.620466918945312500e+02,3.738063354492187500e+02,1.752101135253906250e+02,4.467452239990234375e+01,3.462022399902343750e+01,2.526567077636718750e+01,2.230120468139648438e+01,1.708650588989257812e+01,1.200000000000000000e+01
1.000035705566406250e+03,9.982302856445312500e+02,6.670454711914062500e+02,3.660869750976562500e+02,1.816459350585937500e+02,3.848797607421875000e+01,3.141203498840332031e+01,2.216144943237304688e+01,1.858815956115722656e+01,1.652783393859863281e+01,1.200000000000000000e+01
1.002196289062500000e+03,9.985100708007812500e+02,6.671062011718750000e+02,3.653930664062500000e+02,1.651929626464843750e+02,3.538680267333984375e+01,3.147874641418457031e+01,2.253546905517578125e+01,1.704154205322265625e+01,9.730957984924316406e+00,1.200000000000000000e+01
1.002024230957031250e+03,9.994544067382812500e+02,6.612575683593750000e+02,3.734083862304687500e+02,1.758669128417968750e+02,4.340541839599609375e+01,4.184770584106445312e+01,3.367343139648437500e+01,2.134784126281738281e+01,1.570319366455078125e+01,1.200000000000000000e+01
9.999954833984375000e+02,8.470209960937500000e+02,6.626555175781250000e+02,3.728187255859375000e+02,1.738325195312500000e+02,5.401915740966796875e+01,4.254991149902343750e+01,3.581256484985351562e+01,3.446487808227539062e+01,3.266282272338867188e+01,1.200000000000000000e+01
1.001219909667968750e+03,9.987700195312500000e+02,6.680721435546875000e+02,3.689554443359375000e+02,1.920764770507812500e+02,4.355136489868164062e+01,4.136787796020507812e+01,3.037632369995117188e+01,2.454593086242675781e+01,2.136037826538085938e+01,1.200000000000000000e+01
1.000219177246093750e+03,8.376942138671875000e+02,6.771094360351562500e+02,3.767980957031250000e+02,1.817026367187500000e+02,2.948579788208007812e+01,2.942646980285644531e+01,2.273752784729003906e+01,1.678876686096191406e+01,9.057337760925292969e+00,1.200000000000000000e+01
1.000703247070312500e+03,9.989243774414062500e+02,6.631151123046875000e+02,3.735354614257812500e+02,1.802281494140625000e+02,4.912918472290039062e+01,4.543101501464843750e+01,3.385005569458007812e+01,2.980326271057128906e+01,2.184822273254394531e+01,1.200000000000000000e+01
1.028140502929687500e+03,9.984603881835937500e+02,6.685300903320312500e+02,3.728813781738281250e+02,1.805066375732421875e+02,5.205923461914062500e+01,3.551517486572265625e+01,3.428364944458007812e+01,2.868098068237304688e+01,2.071595954895019531e+01,1.200000000000000000e+01
1.001382263183593750e+03,9.982238159179687500e+02,6.629856567382812500e+02,3.738572692871093750e+02,1.833808135986328125e+02,4.826454925537109375e+01,3.786168670654296875e+01,2.875524330139160156e+01,2.413544654846191406e+01,1.873651504516601562e+01,1.200000000000000000e+01
1.013480102539062500e+03,9.860567016601562500e+02,6.764943847656250000e+02,3.761047058105468750e+02,1.738390808105468750e+02,5.369123077392578125e+01,4.540511322021484375e+01,2.410704612731933594e+01,2.316814422607421875e+01,2.282991600036621094e+01,1.200000000000000000e+01
1.001188964843750000e+03,9.986730957031250000e+02,6.883505249023437500e+02,3.773296203613281250e+02,1.750627441406250000e+02,4.810386276245117188e+01,3.043552207946777344e+01,3.026692771911621094e+01,2.547220993041992188e+01,2.209076118469238281e+01,1.200000000000000000e+01
1.007312133789062500e+03,9.923983154296875000e+02,6.630925292968750000e+02,3.735463867187500000e+02,1.760441284179687500e+02,4.459229278564453125e+01,4.040948867797851562e+01,3.825833511352539062e+01,3.352616119384765625e+01,3.303962326049804688e+01,1.200000000000000000e+01
1.001515136718750000e+03,9.985668334960937500e+02,6.617741699218750000e+02,3.741912841796875000e+02,1.747419281005859375e+02,4.769230270385742188e+01,3.884000015258789062e+01,2.848073959350585938e+01,2.603968048095703125e+01,2.244256782531738281e+01,1.200000000000000000e+01
1.001222167968750000e+03,9.989591064453125000e+02,6.644686889648437500e+02,3.718453063964843750e+02,1.763963623046875000e+02,4.508516311645507812e+01,3.810902023315429688e+01,3.424702453613281250e+01,2.462486267089843750e+01,1.828140830993652344e+01,1.200000000000000000e+01
