6.610795898437500000e+02,3.742295227050781250e+02,1.704526062011718750e+02,1.884126281738281250e+01,4.353862285614013672e+00,2.802394628524780273e+00,1.449392795562744141e+00,8.445132970809936523e-01,3.563775122165679932e-01,2.994392514228820801e-01,1.000000000000000000e+00
6.619909667968750000e+02,3.724684448242187500e+02,1.745136108398437500e+02,3.423584747314453125e+01,2.810860443115234375e+01,8.944826126098632812e+00,1.696846723556518555e+00,1.038197040557861328e+00,3.731597065925598145e-01,2.514918446540832520e-01,1.000000000000000000e+00
8.272188720703125000e+02,3.715725402832031250e+02,1.746898651123046875e+02,1.795313835144042969e+01,2.852577447891235352e+00,1.721312403678894043e+00,1.385462522506713867e+00,9.512152671813964844e-01,3.121460676193237305e-01,2.752161622047424316e-01,1.000000000000000000e+00
6.618531494140625000e+02,3.735855712890625000e+02,1.740984802246093750e+02,4.516210174560546875e+01,2.502546501159667969e+01,5.785843849182128906e+00,2.851037979125976562e+00,9.180457592010498047e-01,3.638248443603515625e-01,2.773782610893249512e-01,1.000000000000000000e+00
6.614086914062500000e+02,3.731676025390625000e+02,1.725760192871093750e+02,3.368474960327148438e+01,2.780735969543457031e+00,1.683776021003723145e+00,5.102181434631347656e-01,3.550561964511871338e-01,2.757486999034881592e-01,8.455919474363327026e-02,1.000000000000000000e+00
6.614070434570312500e+02,3.731682128906250000e+02,1.722610321044921875e+02,4.060302734375000000e+01,2.808235883712768555e+00,1.691774725914001465e+00,9.253939390182495117e-01,3.012189269065856934e-01,2.751957178115844727e-01,8.335058391094207764e-02,1.000000000000000000e+00
6.614104614257812500e+02,3.731722106933593750e+02,1.742569274902343750e+02,2.062016677856445312e+01,2.853202581405639648e+00,1.694013357162475586e+00,9.271092414855957031e-01,3.644059300422668457e-01,2.822344601154327393e-01,1.141905337572097778e-01,1.000000000000000000e+00
6.614112548828125000e+02,3.731838073730468750e+02,1.742989501953125000e+02,4.574605178833007812e+01,2.442902755737304688e+01,2.290909385681152344e+01,2.807600259780883789e+00,2.258357048034667969e+00,1.692105770111083984e+00,8.622258305549621582e-01,1.000000000000000000e+00
6.614323730468750000e+02,3.731894226074218750e+02,1.783729858398437500e+02,2.602778625488281250e+01,2.804443597793579102e+00,9.288719296455383301e-01,3.209863901138305664e-01,3.114723861217498779e-01,1.121714711189270020e-01,7.241326570510864258e-02,1.000000000000000000e+00
6.613961791992187500e+02,3.733576354980468750e+02,1.746379089355468750e+02,3.149938774108886719e+01,1.161158752441406250e+01,1.504531621932983398e+00,8.702116012573242188e-01,5.154567956924438477e-01,2.666031122207641602e-01,2.186661958694458008e-01,1.000000000000000000e+00
1.001031616210937500e+03,9.982496948242187500e+02,4.781798171997070312e+01,4.700728607177734375e+01,4.183319854736328125e+01,1.285087966918945312e+01,1.875298500061035156e+00,5.321449041366577148e-01,7.999999821186065674e-02,7.000004500150680542e-02,2.000000000000000000e+00
1.000567260742187500e+03,9.982000122070312500e+02,5.442203903198242188e+01,4.480319213867187500e+01,4.030751800537109375e+01,3.112422752380371094e+01,1.213035011291503906e+01,7.363776206970214844e+00,7.573754787445068359e-01,3.085718490183353424e-04,2.000000000000000000e+00
1.000092529296875000e+03,9.982813720703125000e+02,5.942534255981445312e+01,3.988289642333984375e+01,3.837553787231445312e+01,1.816131210327148438e+01,1.529171276092529297e+01,9.997299909591674805e-01,7.000004500150680542e-02,9.999999747378751636e-06,2.000000000000000000e+00
1.000562011718750000e+03,9.999766845703125000e+02,7.172822570800781250e+01,3.129792022705078125e+01,2.626362037658691406e+01,4.062927722930908203e+00,1.791885852813720703e+00,5.644768103957176208e-02,1.722024194896221161e-02,1.364584107009866746e-16,2.000000000000000000e+00
1.000786560058593750e+03,9.982000122070312500e+02,6.260875701904296875e+01,4.804025268554687500e+01,2.386437988281250000e+01,6.783077239990234375e+00,4.555593490600585938e+00,1.944353699684143066e+00,9.997299909591674805e-01,7.000000029802322388e-02,2.000000000000000000e+00
9.997710571289062500e+02,9.992891235351562500e+02,4.940919113159179688e+01,2.726523208618164062e+01,2.509000205993652344e+01,2.427954673767089844e+01,5.599734306335449219e+00,9.981999993324279785e-01,1.233719661831855774e-02,7.999374793143942952e-05,2.000000000000000000e+00
1.000908874511718750e+03,9.983560791015625000e+02,5.641639328002929688e+01,2.998301506042480469e+01,2.017871093750000000e+01,8.359307289123535156e+00,5.504118442535400391e+00,9.981999993324279785e-01,7.999998331069946289e-02,6.998905539512634277e-02,2.000000000000000000e+00
9.997299804687500000e+02,9.991552124023437500e+02,5.365436935424804688e+01,4.322134017944335938e+01,4.247173690795898438e+01,2.810164451599121094e+01,4.599160254001617432e-01,7.264127582311630249e-02,7.000000029802322388e-02,9.999999747378751636e-06,2.000000000000000000e+00
1.000965087890625000e+03,9.984011230468750000e+02,4.456541442871093750e+01,3.836950683593750000e+01,3.517761230468750000e+01,3.473254776000976562e+01,2.037734031677246094e+01,1.072116136550903320e+00,9.997299909591674805e-01,7.999999821186065674e-02,2.000000000000000000e+00
9.997380981445312500e+02,9.993456420898437500e+02,5.228340911865234375e+01,4.449408340454101562e+01,2.094068336486816406e+01,1.446191787719726562e+01,6.352163314819335938e+00,9.997299909591674805e-01,7.000000029802322388e-02,9.999999747378751636e-06,2.000000000000000000e+00
6.670217895507812500e+02,5.410226440429687500e+02,4.950395507812500000e+02,2.018974304199218750e+02,1.638994598388671875e+02,6.527026367187500000e+01,5.381518936157226562e+01,5.084495544433593750e+01,1.428997707366943359e+01,3.618158817291259766e+00,3.000000000000000000e+00
6.687620239257812500e+02,5.413701171875000000e+02,4.951294555664062500e+02,2.030128173828125000e+02,1.667624664306640625e+02,8.818462371826171875e+01,7.690629577636718750e+01,3.472194290161132812e+01,1.564678001403808594e+01,3.618706226348876953e+00,3.000000000000000000e+00
